content	username
['hai']	Ticket_thunder
['apalah', 'dayaku', 'abis', 'lulus', 'p', 'info', 'halal']	kentanrebusss
['tau', 'coldplay', 'kpop']	anymidnights
['jual', 'tiket', 'coldplay', 'duduknya', 'drumer', 'laku', 'hahahaha']	stenleyyyy
['open', 'jastip', 'konser', 'coldplay', 'jakarta', 'stadium', 'jakarta', 'november', 'fee', 'start', 'bookslot', 'tiket', 'full', 'diurus', 'tiket', 'jastip', 'handle', 'jastip']	deoksun007
['bos', 'tipu2', 'mo', 'nonton', 'coldplay']	biyyya_
['war', 'tikettnya']	melbanasti
['coldplay', 'nyanyi', 'chris', 'martin', 'messi', 'main']	nchristianw
['nonton', 'coldplay', 'yh']	bcnal
[]	somedimssome
['konser', 'jakarta', 'november', 'tiket', 'presale', 'mei', 'tiket', 'mei']	Supereza
['suka', 'coldplay']	ekoagusmegantar
['murah', 'sekelas', 'coldplay', 'cat', 'rasanyaaa']	skngwurrr
['yolo', 'je', 'coldplay', 'come', 'coco', 'setahun']	yoqforger
['open', 'jastip', 'konser', 'coldplay', 'jakarta', 'november', 'jakarta', 'trusted', 'fee', 'jastip', 'diurus', 'tiket', 'slot', 'wa', 'dm', 'coldplayjakarta', 'coldplayindonesia', 'coldplay2023']	kworlds__
['koh', 'coldplay', 'koh']	cereinida
['woyyyy']	mint_ch0ch0
['ku', 'coldplay']	advithree16
['coldplay']	turnitinrpw
['terkenal2', 'coldplay', 'cat']	myrezandy
['coldplay']	g11lbert
['fair2fair', 'dua2nya', 'bersahabat', 'solo', 'coldplay', 'solo', 'boyband', 'noh']	shitoflasma137
['ayo', 'jember', 'sby']	luvleypark
[]	luvleypark
['info', 'akun', 'jastip', 'penjualan', 'tiket', 'coldplay']	miaghani
['open', 'jastip', 'konser', 'coldplay', 'jakarta', 'november', 'jakarta', 'fee', 'start', 'jastip', 'refund', 'full', 'tix', 'fee', 'dpt', 'presale', 'bca', 'public', 'sale', 'payment', 'bca', 'dana', 'spaylater']	NoonaJajanan
['open', 'jastip', 'nihhh', 'liat', 'proof', 'sebelum2nya', 'akun', 'wts', 'service', 'jkt', 'coldplay', 'coldplayjakarta', 'coldplayindonesia']	peachxbit
['ayoo', 'ikutt']	yezkiels
['eksebisi', 'indonesia', 'selection', 'vs', 'coldplay', 'pakansari']	garagarabola_
['ooo', 'kt', 'ku', 'beli', 'motor', 'cash', 'aj', 'sp', 'tau', 'coldplay']	inirahasiahamba
['betull', 'coldplay', 'section', 'tetep', 'kerasa', 'hypenya']	hoscupz
['coldplay', 'konser', 'weekend']	jinniesbabies
['tazabar', 'matt', 'bellamy', 'nyanyi', 'paranoid', 'android']	mohdfaezuddin
['mikir', 'keras', 'dapet', 'tiket', 'coldplay', 'bantuan', 'sekantor', 'biar', 'berhasil']	Santamaya
['mbca']	missoriginalsix
['brp', 'neh', 'tiket', 'konser']	itsmydream2710
['dilema', 'messi', 'opo', 'coldplay', 'moro', 'sido', 'budal']	harismha
['coldplay', 'kpop', 'usa', 'nonton', 'iku', 'band', 'opo', 'kuota', 'tiket', 'ae']	sweleraku
['bayarin', 'boss', 'atuuhh']	luvmatch4
['pilihan', 'ambil', 'cuti', 'kuliah', 'nonton', 'coldplay', 'lake', 'duit', 'uktkuliah', 'semester', 'cat1', 'uktnya', 'nyanyi', 'universe', 'coldplay']	mochihihichi
['okay', 'bismillah']	jjkookssi
['anjir', 'coldplay', 'korea']	ilyouphoriaa
['buat2', 'pi', 'minat', 'coldplay']	ahmadnasaruddin
['coldplay', 'kpop']	aeripanas
[]	luvleypark
['bah', 'nunut']	Angga_K_P
['haru']	hrstwan_
['dm']	bornt00die
['shamelessly', 'jastipan', 'coldplay']	laraaacroft
['allahu', 'akbar']	affrian__
['cat', 'suka', 'bikinupload', 'api', 'khas', 'konsernya', 'coldplay', 'cat', 'center', 'rekam', 'vibes', 'konser']	corigensha
['buka', 'jasa', 'war', 'tiket', 'blm', 'rejeki', 'ketemu', 'rejeki', 'ketemu', 'coldplay']	Slsxtna_jk
['pinjol']	txtdarira
['butuh', 'ketiban', 'duit']	cigarlattee
['coldplay', 'kyknya', 'euphorianya']	icedamericanhoe
['coldplay', 'kost']	JetVeetlev
['aamiin', 'nonton', 'konser', 'coldplay', 'mudah2an', 'nonton', 'konser', 'coldplay', 'yurop', 'aamiin', 'insya', 'allah', 'mall']	faninugrahaeni
['coldplay']	voirlebonheur
['even', 'jaman', 'audisi', 'cover', 'coldplay']	oreofrappe_
['murah', 'sikit', 'kot', 'tiket', 'coldplay', 'indonesia']	minato70036837
['nyari', 'temen']	4nn0dd
['biar', 'adil', 'indonesia', 'vs', 'coldplay']	kaizuro_
['jdi', 'nonton', 'messi', 'konsernya', 'coldplay', 'duit']	tmlnsnxlouiss
['coldplay']	g11lbert
['mbj', 'presale', 'bca', 'mei', 'publiknya', 'mei']	luvleypark
['bitter', 'tds', 'habis', 'coldplay', 'eh']	yon_shappler
['nnt', 'payment', 'sejam', 'jam', 'deh']	missoriginalsix
['damn', 'problematic', 'remember', 'happened', 'bieber', 'concert', 'refund', 'delay']	ezyezzreen
['ayena', 'rezekina']	arisavin18
['harusnyaa']	bulanaprilduarb
['hapal', 'coldplay', 'ce']	AcengMuska
['takut', 'dapet', 'tiket', 'keabisan', 'duit']	Andrimonstah
['coldplay', 'belom', 'konser']	papapicko
['coldplay']	djaycoholyc
['ayo', 'daddy', 'khusus', 'coldplay']	ca_xxx
['coldplaay', 'dapet', 'tiketnya', 'please', 'coldplay']	SerencengKopi
['coldplay', 'bkn', 'kpop']	vashaapenin
['dapet', 'presale', 'konser', 'coldplay', 'hahaa', 'debit', 'bca', 'mastercard']	dnskdn_
['happen', 'nder', 'oktober', 'nonton', 'f1', 'kerja', 'pinter', 'pinter', 'cari', 'berdoa', 'nonton', 'coldplay']	Tebe_lams
['nonton', 'coldplay']	payungle
['coldplay', 'lupa']	everyjeonsa
['kemarin', 'ribut', 'nii', 'suaranya', 'coldplay', 'masi', 'adem', 'ayem', 'yaaah']	lukman2208
['open', 'jastip', 'coldplay']	jastiparfazah
['mara', 'mara', 'latian', 'war', 'tiket', 'coldplay']	geeboogee
['server', 'kuat', 'paket', 'mahasiswa', 'v']	sanjayatony
['monyet', 'coldplay', 'dikasih', 'cw', 'kpop']	eskimokai
[]	gusashdarma
['indo', 'w', 'coldplay', 'info', 'valid']	979901_
['aamiin', 'dapet', 'tiket', 'coldplay', 'posisinya', 'deket']	Enonigma
['ultah', 'w', 'peka']	eudaimoonjia
[]	AdityaDhanny
['kpop', 'beneran', 'fans', 'coldplay']	keinderrjoy
['dirumah', 'war']	halfbakedl
['war', 'may', 'stelah']	_pinetrees
['intinya', 'minimal', 'pnya', 'bca', 'payment', 'virtual', 'account']	nliaffxxt
['maksud', 'coldplay', 'malaysia']	Chrisjenlina
['coldplay', 'terkenal', 'tau', 'jaman', 'w', 'sd', 'sampw', 'kuliah']	vantaethreal
['dipikirin', 'coldplay', 'cuman', 'indo', 'chris', 'terpaksa', 'indo']	perenanghandal
['bntr', 'wamil', 'siapatau', 'wamil', 'coldplay', 'indo']	vyoxyyy
['yeay', 'resmi', 'coldplay', 'announced', 'konser', 'november', 'jakarta', 'wlpn', 'yellow', 'hapal', 'hepi', 'konser', 'indonesia', 'juni', 'messi', 'november', 'band', 'indonesia']	mickeydict
['coldplay', 'sebatas', 'hahahhaha']	diaryumbi
['coldplay', 'kpop', 'oppa', 'chris', 'martinnn']	sparklingbobby
[]	OrangeUc1000
['woi', 'coldplay']	takoyakirana
['open', 'jastip', 'coldplay']	jastiparfazah
['open', 'jastip', 'coldplay']	jastiparfazah
['haseyo', 'coldplay', 'imnida']	sayanganemo
['duh', 'tax', 'mahal2', 'deh']	taekoogaylaxy
['dapet', 'tiketnya']	MoniousSancti
['coldplay', 'kpop', 'tau']	mrkilee_
['coldplay']	lunannovaa
['help', 'rt', 'open', 'jastip', 'konser', 'coldplay', 'jakarta', 'november', 'jakarta', 'fee', 'start', 'est', 'bookslot', 'jastip', 'tiket', 'refund', 'full', 'tix', 'dpt', 'presale', 'bca', 'public', 'sale', 'bca', 'dana', 'spaylater']	itsyourbill
['kpop', 'anjirr', 'ih', 'cw', 'coldplay', 'dr', 'korea', 'nder']	trikvia
['pilih', 'smtown', 'coldplay']	kyupiters
['fix', 'yaaa']	adee142
[]	sobatkonser
['story', 'ah']	bimsenq
['u', 'butuh', 'dp', 'presale']	lipelolipop
['coldplay', 'kpop']	svtunning
['coldplay', 'overrated']	cuciantetangga
['coldplay', 'konser', 'kerusakan', 'thd', 'human', 'rendah']	akhtarw1nirf
['coldplay']	untukapakita
['jual', 'motor', 'biar', 'beli', 'paket', 'data', 'internet', 'biar', 'tau', 'coldplay']	Mframadhan3
['ayo', 'bun', 'cari', 'daddy']	AvrilL1s4
['sebutkan', 'coldplay']	ast00r
['cocokan', 'coldplay', 'album']	terkodai
['info', 'brp']	missoriginalsix
['yaaa', 'doi']	wiriatamma11
['mantan', 'wa', 'nonton', 'coldplay', 'ntr', 'beliin', 'beli', 'sndiri']	spinksorbet
['coldplay']	bybluewind
['maklum', 'kenal', 'coldplay', 'kenal', 'vicky', 'prasetio', 'nyiptain', 'sebatas', 'marah']	gondang_legi
['kesempatan', 'nonton', 'coldplay', 'puasa', 'full', 'amin']	saidsvn
['open', 'jastip', 'coldplay']	jastiparfazah
['opo', 'ki', 'tiket', 'e', 'pironan']	Brianwksn
['even', 'time', 'hahahahah']	kekobengan
['radwimps', 'coldplay', 'penjualannya']	Rifqiei
['pilih', 'coldplay']	pppootato
['beneran', 'indo', 'band']	prinovanto
['bismillah', 'war']	mnnopa
['dm']	bornt00die
['allahumma', 'sholi', 'saidina', 'muhammad', 'bisaaa']	Jihannurulf31
['dijual', 'cepat', 'ekor', 'bawa', 'may', 'diambil', 'nonton', 'coldplay']	ananda_rizkiy
['seat', 'okay', 'berbaloi', 'dikirakan', 'berbaloi', 'cat', 'tiket', 'justin', 'bieber', 'tiket', 'coldplay']	_emint_
['yakali', 'coldplay']	sweetsugarinn
['sendernya', 'coldplay', 'western', 'woii']	8najaemin
['nonton', 'ah']	Tarunatj
['hadiah', 'ultah', 'bunda', 'tiket', 'konser', 'coldplay']	jaeminilkom22
['bahan', 'nder', 'ayo', 'chatt', 'ayo', 'nonton', 'coldplay']	bbyrassa
['allah', 'kesempatan', 'nonton']	vocytaci
['open', 'jastip', 'coldplay']	jastiparfazah
['open', 'jastip', 'coldplay']	jastiparfazah
['dapet', 'tiket', 'siap2', 'tiket', 'war']	Uchihackim21
['coldplay', 'bm', 'bola', 'olah']	shayyll2
['open', 'jastip', 'coldplay']	jastiparfazah
['coldplay']	receuhsuuk
['open', 'jastip', 'coldplay']	jastiparfazah
['wala', 'pa']	vans_mendoza
['plis', 'coldplay', 'worth', 'huhu']	tazettaflowy
['last', 'coldplay', 'moshpit', 'rm750']	Nashman
['open', 'jastip', 'coldplay']	jastiparfazah
['open', 'jastip', 'coldplay']	jastiparfazah
['vokalis', 'coldplay']	r_bachtiar99
['see', 'u', 'indonesia']	KhoirunnisaMP
['abis', 'coldplay', 'taylorswiftt', 'mampus']	marceliarisma
['fix', 'jakarta']	arigum
['jay', 'kmren', 'coldplay']	scorpioman04
['pokoknya', 'tiket', 'coldplay']	diaryumbi
['open', 'jastip', 'coldplay']	jastiparfazah
['open', 'jastip', 'coldplay']	jastiparfazah
['open', 'jastip', 'coldplay']	jastiparfazah
['hah', 'jadii']	demutiaa
['coldplay']	degawans
['open', 'jastip', 'coldplay']	jastiparfazah
['jastip', 'coldplay']	naristaalya
['open', 'jastip', 'coldplay']	jastiparfazah
['ayuhhhh', 'kena', 'try', 'pakai', 'card']	idacoollah
['buset', 'coldplay', 'kpop']	jargas1stfan
['open', 'jastip', 'coldplay']	jastiparfazah
['open', 'jastip', 'coldplay']	jastiparfazah
['beneraannnn', 'kudu', 'nonton', 'lepas', 'kesempatan', 'nonton', 'relain', 'tiket', 'thailand', 'krn', 'ksana', 'coldplayindonesia']	icchhh
['coldplay', 'announce']	niightcrawlers
['open', 'jastip', 'coldplay']	jastiparfazah
['coldplay', 'iyaaa', 'open', 'jastip']	makmumnyajinu
['ijin', 'suami', 'duitnya', 'cari', 'damnnnnnn']	rissrynt
['open', 'jastip', 'coldplay']	jastiparfazah
['drone', 'dibeli', 'coldplay', 'indo']	iqbalsyaa
['war', 'coldplay']	jederemy
['coba', 'playlist', 'coldplay']	hkml07_
['tiketnya', 'lumayan', 'pdhl', 'suka', 'coldplay']	Anto71623046
['open', 'jastip', 'coldplay']	jastiparfazah
['coldplay', 'kpop']	sautorue
['sekelas', 'coldplay']	InfiniteLjong
['open', 'jastip', 'coldplay']	jastiparfazah
['hello', 'tukar', 'weekend', 'least', 'jumaat']	afifuddeenn
['open', 'jastip', 'coldplay']	jastiparfazah
['coldplay']	sleepiece
['open', 'jastip', 'coldplay']	jastiparfazah
['coldplay', 'indo']	lostinmonday
['coldplay']	Jenowsiee
['open', 'jastip', 'coldplay']	jastiparfazah
['coldplay', 'matinya']	fransihombing6
['coldplay', 'kpop']	cosmoswadesta_
['jdi', 'coldplay']	sqainz
['open', 'jastip', 'coldplay']	jastiparfazah
['weh', 'coldplay', 'yaallah']	adorablee_mark
['wa', 'wa', 'wa', 'wa']	lacoco_id
['hai', 'buka', 'jastip', 'konser', 'coldplay', 'dm', 'tanyatanya']	Jastip_byVanad
['vip', 'mayan', 'sekelas', 'coldplay', 'sii']	healingfanyeon
['open', 'jastip', 'coldplay']	jastiparfazah
['coldplay', 'kelelep']	sicupuh
['open', 'jastip', 'coldplay']	jastiparfazah
['nonton', 'coldplay', 'sir']	vmscollect
['memikirkan', 'izin', 'duitnya', 'drmn']	luvmatch4
['bismillah', 'dapet', 'allahhh']	halogasss
['open', 'jastip', 'coldplay']	jastiparfazah
['coldplay', 'rumornyaa']	S4GEGREEN
['open', 'jastip', 'coldplay']	jastiparfazah
['coldplay', 'neh', 'like', 'show', 'concert', 'cam', 'jer']	tedbear83
['duit']	untouchablee9
['open', 'jastip', 'coldplay']	jastiparfazah
['coldplay', 'confirm', 'tahan', 'kena', 'start', 'puasa', 'hahahah']	fadhwho
['hmm', 'coldplay', 'eh', 'nnt', 'wife', 'wife', 'jam', 'da', 'metal', 'slipknotke', 'alexandria', 'sevenfold', 'laa']	kapal1440
['open', 'jastip', 'coldplay']	jastiparfazah
['layan', 'coldplay', 'hahah']	haifahmzh
['war', 'coldplay']	tehhgulabatuu
['open', 'jastip', 'coldplay']	jastiparfazah
['tokyo', 'berharap', 'sum41', 'umumim', 'bubar', 'parno', 'fans', 'coldplay', 'tebakan', 'warnya', 'syulit', 'bp']	rudytjandra
['komo', 'coldplay', 'atuh', 'teh', 'mupu', 'duitna', 'leuwih', 'leuwih']	whoyoursdaddy
['oiya', 'coldplay', 'mauu', 'wkwkwkw']	rkddae
['open', 'jastip', 'coldplay']	jastiparfazah
['open', 'jastip', 'coldplay']	jastiparfazah
['setuju', 'ditambah', 'antusias', 'cuman', 'ditakutkan', 'cuman', 'keribetan', 'pemerintah', 'konoha', 'tau', 'coldplay', 'konser', 'isinya', 'lautan', 'manusia', 'doanya', 'dipermudah', 'konser', 'fix']	Qplinishade
['open', 'jastip', 'manusiawi']	3amfairytale
['cpt', 'presalenya', 'mei']	ichthv
['coldplay', 'kpop']	813_NOTFOUND
['nyianyiain', 'kesempatan', 'nonton', 'konser', 'coldplay', 'jakarta']	RobiYanuSugara
['beliin', 'tiket', 'dapet', 'duit', 'allahumma', 'shalli', 'sayyidina', 'muhammad', 'berasa', 'badut', 'war', 'tiketnya', 'shiballl']	karirurero362
['open', 'jastip', 'coldplay']	jastiparfazah
['ayo', 'war', 'tiketttt']	thahiraputeri
['salah', 'dpt', 'exposure', 'ketutup', 'coldplay']	ClarissaIcha
['msh', 'percaya', 'coldplay', 'westlife', 'dibawa', 'murah', 'blm', 'pajakadmin']	neea_258
['coldplay', 'kpop']	kimyohanie
['aman', 'raono']	VickiUnggul
['nonton', 'liat', 'seliweran', 'war', 'tiket', 'liat', 'cat', 'nonton', 'coldplay', 'atw', 'penonton', 'kelas', 'festival']	dikasidika
['coldplay']	shahrilism
[]	adhiguna_e
['nyanyikan', 'coldplay', 'nonton', 'hafal', 'fomo', 'bener', 'bener', 'hapal', 'album', 'coldplay', 'duit', 'polisi', 'konser']	BakteriGenteng
['cat', 'ajaaa']	gerardatania
['coldplay', 'put', 'cure']	ssyhel
['tau', 'coldplay', 'band', 'ttep', 'semahal']	fullmoonjinnie
['duit', 'duit', 'e', 'bayar', 'kuliah', 'maseeh']	deblackswann
['apal', 'coldplay']	skaraappaa
['open', 'jastip', 'coldplay']	jastiparfazah
['ayoo', 'fris', 'nonton', 'coldplay']	randy_ape
['open', 'jastip', 'coldplay']	jastiparfazah
['takbirrrrr']	clovervlooms
['jakarta', 'perth']	nuyulhuda
['yaallah', 'kerja', 'om']	namjoonforlove
['biar', 'beli', 'tiket']	fucekisrael
['penantian', 'bertahun', 'one', 'dreams', 'coldplay', 'konser', 'indonesia', 'cita', 'cita', 'tuhan']	RobiYanuSugara
['hp', 'coba', 'coldplay', 'biar', 'tau', 'terkenal', 'coldplay']	AjiPiliang
['war', 'tiket', 'coldplay', 'sirr']	Hii_Tiramisu
['abis', 'siapin', 'coldplay']	mineyoongiluv
['coldplay']	SayidR13
['coldplay', 'indo', 'yahahaha']	notcooljul
['nitip', 'coldplay', 'pai']	missingnameee
['dicari', 'feels', 'nonton', 'konsernya', 'coldplay', 'diluar', 'stadion', 'suaranya']	thenacne
['coldplay', 'yellow', 'fix', 'youhh']	mildi
['minimaall', 'refund', 'ribu', 'lumayan', 'nonton', 'coldplay', 'anjir', 'darah', 'jaman', 'beli', 'tiket', 'bets', 'refund2', 'allah']	adistapid8anti
['allahu']	AidaSue
['kedepannya', 'storymu', 'dipenuhi', 'ssan', 'hasil', 'war', 'coldplay']	syanuwarfitrah
['extend', 'siii', 'nonton', 'ramean', 'tokyo', 'nov', 'coldplay']	segara000
['ikuttt']	4nn0dd
['trusted', 'testi', 'pin', 'detailnya', 'dm']	imyoursaeng
['nonton', 'coldplay']	mingyueyo
['tau', 'coldplay', 'kpop']	myjsoul_
['minimal', 'announcenya', 'deketan', 'penjualan', 'tiket', 'coldplay']	sonoriees
[]	tyycann
['lee', 'hi', 'masi', 'kpn2', 'coldplay']	chwerrysmn
['hii', 'open', 'jastip', 'coldplay']	pongiemyeonz
['dijokiin', 'pm', 'testi', 'beli', 'tiket', 'kemarin']	ipuung11
['wuihh', 'liat', 'chris', 'martin', 'kudu', 'nonton']	Febrianrmdhn
['coldplay', 'konser', 'indonesia', 'indonesia', 'tropis', 'suhu', 'panas', 'percaya']	agung_joko
['hebat']	heryati16
['terhura', 'mikir', 'war', 'tiketnya']	randomasalwys
['hii', 'open', 'jastip', 'coldplay']	pongiemyeonz
['coldplay', 'penjualan', 'tiketnya']	CallMeSky_21
['war', 'tiket']	rachmansyarifw
['coldplay', 'tau', 'indonesia', 'cuannya']	mutkhar_
['anjirrrrr', 'beneran']	itsnaadia
['coldplay', 'join', 'kpop']	flonichii
['faktor', 'pertaruhkan', 'tiket']	mudahtersesat
['cwnya', 'napa', 'kpop', 'anjirr', 'coldplay', 'sunbaenim']	jennicted
['coldplay', 'dicari', 'nonton', 'coldplay', 'hahhahahaa', 'bismillah', 'acc', 'cuti', 'cc', 'spv', 'baruku']	prizcholl_
['mei', 'mei', 'coldplay', 'juli', 'jeketi', 'dompet']	DinoKuning12
['coldplay', 'konser', 'jakarta', 'indonesia', 'band', 'chris', 'martin', 'konser', 'akun', 'promotor', 'entertainment']	IDNTimes
['pantau', 'akun', 'bawa', 'coldplay']	koomeeeiw
['buka', 'jastip', 'coldplay']	nanahadid
['coldplay', 'lee']	theresyaep
['kot', 'coldplay', 'jakarta', 'jepan', 'isnin']	nadiyahfison
[]	bdmtbgst
['trima', 'coldplay']	Tupasi30
['coldplay', 'kpop', 'drmananya']	ghaniverse
['perjastipan', 'coldplay', 'akun', 'manteman']	Inakpop_land
['beli', 'tiket', 'coldplay', 'takut', 'announce', 'billie', 'temen', 'temen']	iloveubabiy
['siap²', 'bumi', 'see', 'indonesia', 'november']	GuntofAndrean
['info', 'rumah', 'sakit', 'bedah', 'area', 'jakal']	masgalaang
['fans', 'coldplay', 'chris', 'martin', 'lahir', 'eti']	yginiygituu
['ikt']	Womenalwaystrue
[]	arthrtitis
['bentar', 'bebtar', 'abis']	tiiyak
['nonton', 'coldplay', 'takut', 'tibatiba', 'announce', 'world', 'tour', 'indo']	7Sserendipityy
['kuat', 'jam', 'mantau']	herjunxt
['dibantuin', 'war', 'tiket']	oreyongtix
['dicari', 'ijin', 'cuti', 'weekday']	yunkisvtr
['calon', 'estehhhh']	josenurlyan
['liat', 'coldplay', 'kesini', 'berharap', 'eras', 'tour']	koomeeeiw
['chris', 'martin', 'nama', 'lee', 'coldplay', 'kpop']	halfofdeysie_
['coldplay', 'rilis', 'due', 'duit', 'ambe', 'due', 'duit', 'podo', 'update', 'mari', 'berusaha', 'berdoa', 'biar', 'nonton', 'konser', 'berdua']	joshuanade
['hidup', 'pakbu', 'coldplay']	haeyovetters
['allah', 'beneran', 'kerja']	dumpofshalila
['cuti']	Nay90163523
['info', 'tiketnya', 'blm']	aynur_0697
['hah', 'hoh', 'hah', 'hoh', 'siee']	marincess_
['anjay']	telurkinderjoyy
['nnton', 'coldplay']	afrizalh__
['parah', 'coldplay', 'main', 'jkt']	Tebe_lams
['presalenya', 'cepet', 'woi']	jeonsheather
['ber2', 'yah', 'percaya', 'blm', 'murah', 'dr']	nasyaElpnt
['tiket', 'beli', 'enfamil', 'kwkwkwkwkw', 'cc']	_Andreyas07
['skip', 'terkenal', 'tau', 'coldplay', 'jb1d']	SatriyoMaulana3
['salah', 'ot7', 'tour', 'dapet', 'coldplay']	_yourwinterbear
[]	gervasiusbayu
['kesana', 'nonton', 'coldplay']	NippleCulTech
['hire']	mautapiragu
[]	adnamharziza
['berharap', 'rii', 'suka', 'dpt', 'event', 'konser', 'coldplay', 'tau']	lahiyakutus
['coldplay', 'viva', 'vida', 'video', 'messi']	leviatan_00
['njirr', 'jebol', 'nonton', 'messi', 'coldplay']	Febrianrmdhn
['ajanih']	ikhyadhika
['weekend']	itsnoalwaysno
['coldplay', 'kpop']	todayisdestehny
['ayo', 'sama2', 'dapet', 'tiket', 'sampe', 'tiket', 'coldplay', 'jatoh', 'calo', 'deh', 'amit2']	idioticstupidt
['orei']	rzlsnnt
['battle']	Izzatiijaafar
['dahlah', 'hmm', 'hmm']	syaz_bay
['hahahaha', 'nonton', 'coldplay', 'izin', 'acara']	tisanrd
['ayo', 'join']	joindong_
['masi', 'nonton', 'coldplay']	sipeugard
['open', 'early', 'jastip', 'coldplay', 'jakarta', 'trusted', 'diurus', 'tiket', 'bookslot', 'tix', 'stadium', 'november', 'info', 'dm']	hanbyu1l
['ih', 'list', 'liat', 'sejuta', 'ukuran', 'coldplay']	Topekhanbeondeo
['coldplay', 'dikasih', 'modern', 'bts', 'kpop']	taeheavenv
['calo', 'internetnya', 'lemot']	yopielimart
['modiarz', 'server', 'diserbu']	fhmbhqi
['ko', 'coldplay']	FRSFRSFRSFRS91
['cari', 'nonton', 'join', 'coldplayjakarta']	joindong_
['joki', 'mani']	defriHzikra
['pinjem', 'huft']	ca_xxx
['nonton']	taejoonri
['coldplay', 'ayo', 'war']	ohypebitj
['coldplay', 'kpop']	gimmekitten
['jat', 'war', 'coldplay']	arriiiaa
['salam']	vliffadam
['cepet', 'presalenya', 'weh']	95thvnte
['coldplay', 'teh', 'november']	adbaculumtalker
[]	abillnj
['pinjol']	aridwan05
['rela', 'nonton', 'coldplay']	woongderellaa
['risau', 'dpt', 'tiket', 'coldplay', 'dptkan', 'tiket', 'free', 'hahahahahahaha']	nasdfz
['nonton', 'coldplay', 'ticketnya', 'ramah']	idioticstupidt
['duitnya', 'coldplay', 'cil']	lovediesyoung_
['coldplay', 'kpop']	luvbiyah
['wkwkwkw', 'konser', 'coldplay']	chaengrangiie
['coldplay', 'kerja']	iam_andri22
['menjamin', 'ayo', 'wae']	sssitadien
['coldplay', 'messi', 'followers', 'messi']	sopojarwoh
['libur', 'aiti']	herjunxt
['bo']	satyadharmaptr
['coldplay', 'kpop']	neodoyies
['admin', 'tiket', 'coldplay', 'deh', 'min']	ngurahsaka
['jual', 'tiketnya']	_mrbeee
['hoki', 'allah', 'dpat', 'tiket']	Somethingfearme
['hai', 'open', 'jastip', 'coldplay', 'fee', 'dikita', 'dibawah', 'feel', 'free', 'dm']	tixseoulution
['official', 'neh']	this_is_naaa
['nyari', 'temen', 'nonton', 'coldplay']	laptopnyakak
['bdoamt', 'hrs', 'nyoblos', 'coldplay']	noueries
['cat', 'coldplay', 'posisinya', 'cat', 'aman', 'viewnya']	navienspas
['coldplay']	thisisenoo
['coldplay', 'error', 'war', 'tiketnya']	jijunnnn
['lambat', 'minat', 'coldplay', 'main', 'jauh2', 'haha']	asyrafkamal_47
['bentar', 'cw', 'kpop', 'aneh', 'coldplay', 'anjert']	pulchraeaaxxi
['jelas2', 'foto', 'pedofil', 'bacot', 'wajar', 'pedofil', 'sorry', 'beli', 'tiket', 'coldplay', 'dl', 'nonton', 'cr', 'dibawah', 'umur']	suryasembilan
['nonton']	malovakoo
['coldplay', 'mahal', 'tiketnya']	TheSaintDemon
['coldplay', 'kpop', 'nderr']	Aeskyhigh__
['hahahah', 'discuss', 'pasal', 'concert', 'coldplay', 'start']	amiraadam_
['coldplay', 'kpop', 'ape']	iyelbetawi
['chris', 'diantos', 'didieu', 'balanja', 'nyaaa']	nafibanget
['yu', 'yu']	mvidevina27
['aman', 'restricted', 'view', 'coldplay', 'adil', 'extraextended', 'screen', 'tetep', 'enjoy']	saturatedclaim
['ku', 'mohon', 'hapuskan', 'fomo', 'calo', 'tiket', 'kecewa', 'drpd', 'oasis', 'kemaren', 'memiliki', 'harta', 'nonton', 'diluar', 'indo']	rootbeerlovers
['war', 'tiket']	KaisulAli
['coldplay', 'aslinya']	vantaeejoon
['berpikir', 'ayo', 'applewood', 'sampe', 'coldplay', 'nieh']	billkinpi
['tiketnya']	indra_susanto
['coldplay', 'announce']	baswarabhi
['mora', 'nonton', 'coldplay', 'huhubu']	die4ludens
['cuti', 'alasannya', 'urusan', 'fans', 'coldplay']	evitawnld
['jastip', 'treasure', 'idpeekabootour', 'real', 'dapet', 'sesuai', 'section', 'coba', 'open', 'coldplay']	haeyovetters
['wta', 'coldplay', 'deh']	eaglewiiggle
['wtf', 'warnya', 'kemaren', 'coldplay', 'yaaa']	itsjochalamet
['brp', 'stadion', 'murah']	borabie27
['hati', 'bantu', 'informasikan', 'akses', 'khusus', 'maksimal', 'pembelian', 'tiket', 'transaksiemail', 'address', 'terkait', 'informasi', 'penjualan', 'tiket', 'konser', 'coldplay', 'mei', 'bca', 'presale', 'achel']	HaloBCA
['iyaa', 'coldplay']	niightcrawlers
['taiwan']	istri_minsugaaa
['mei', 'dijual', 'tiketnya', 'konsernya', 'weekday']	ErsyachIrSun
['coldplay', 'nama', 'koldplay', 'koldplay', 'pop']	simpoverncttrsr
['ayo', 'ra', 'nonton']	msal535
[]	mediasocialita
['coldplay', 'kpop']	nanasstarxx
['coldplay', 'terkenal']	oppie_neeto
['fokus', 'blibli', 'tiketcom']	mautapiragu
['rame']	pitokopi
['toxic', 'relationship', 'marii', 'bawa', 'pacar', 'nonton', 'coldplay']	sunshineepjw
['acaranya', 'coldplay', 'ae', 'tuhan', 'ahahahaha']	povrxby
['coldplay']	herjunxt
