raw_content	username	tweet_published_at	type	cleaned_content	mention
@stellarthalia pengen coldplay, pengem baby metal, pengen bmth juga :)	gapyourbae	2023-05-04 01:03:50+07	replied_to	['coldplay', 'pengem', 'baby', 'metal', 'bmth']	['stellarthalia']
@futheeee @celixalexandra Haii ka, aku open jastip tiket Coldplay udah sering handle jastip tiket konser. Testimoni bisa cek Ig: kpopshop_77 ya 🥰	JMFerana	2023-05-04 01:02:43+07	replied_to	['hai', 'ka', 'open', 'jastip', 'tiket', 'coldplay', 'handle', 'jastip', 'tiket', 'konser', 'testimoni', 'cek', 'ig', 'kpopshop']	['futheeee', 'celixalexandra']
2023 adikku belum pernah dinonton @coldplay , Apalagi ntn #Coldplay bareng superstar. https://t.co/Q9XMVYw3YP	frogstoneco	2023-05-04 12:47:47+07	tweet	['adik', 'dinonton', 'ntn', 'coldplay', 'bareng', 'superstar']	['coldplay']
@vanyla0 WKWKKWKW DM NAY BUAT NONTON KONSER COLDPLAY	feairyrosiee	2023-05-04 12:49:59+07	replied_to	['wkwkkwkw', 'dm', 'nay', 'nonton', 'konser', 'coldplay']	['vanyla0']
once again, terima kasihhhh @coldplay 🫶🏼	kikiaqifah	2023-05-09 03:00:10+07	tweet	['once', 'again', 'terima', 'kasihhhh']	['coldplay']
@rimbapartikel Bu rudy gus baha kecelakaan chindo ari irham sukoharjo coldplay bumn halal bihalal EXO-L	sastroentertain	2023-05-04 12:45:12+07	replied_to	['rudy', 'gus', 'baha', 'celaka', 'chindo', 'ari', 'irham', 'sukoharjo', 'coldplay', 'bumn', 'halal', 'bihalal', 'exo', 'l']	['rimbapartikel']
"@depichann pgn nonton coldplay tp gada ayang :"""	abcedefghinoo	2023-05-04 12:42:29+07	replied_to	['pgn', 'nonton', 'coldplay', 'gada', 'ayang']	['depichann']
@convomf Blm official nderrr https://t.co/Pf7axmQOBW	seblaccute	2023-05-03 19:58:26+07	replied_to	['blm', 'official', 'nderrr']	['convomf']
@megalagol @IDWantsColdplay @alienradiofm @coldplay Pengungumannya tgl segitu?	pratamaditt	2023-05-04 09:31:58+07	replied_to	['pengungumannya', 'tgl']	['megalagol', 'IDWantsColdplay', 'alienradiofm', 'coldplay']
@angewwie yg ada smw org indo pada ke nikahan u buat makan sambil nntn coldplay	xyphrenia	2023-05-04 12:35:06+07	replied_to	['smw', 'org', 'indo', 'nikah', 'u', 'makan', 'nntn', 'coldplay']	['angewwie']
@sosmedkeras Bisa buat konser Coldplay bentar lagi	LinaYustie	2023-05-04 08:57:18+07	replied_to	['konser', 'coldplay', 'bentar']	['sosmedkeras']
@matchaayayu HAHAHAHA Coldplay dulu, TXT taun depan pasti kesini lagi.	dex_dxtr	2023-05-04 12:15:41+07	tweet	['hahahaha', 'coldplay', 'txt', 'taun', 'kesini']	['matchaayayu']
@Jayaak_ om minta uang om buat ntn konser coldplay	amalialuthfi_	2023-05-04 12:09:09+07	replied_to	['om', 'uang', 'om', 'ntn', 'konser', 'coldplay']	['Jayaak_']
"Update koleksi wallpaper yuk disini https://t.co/TNCXcI6FEn Biar makin betah dirumah.

Jangan lupa ya follow @RcnShop33 buat info produk lainnya #MurahTrendiCheck

#HARAM KAI WAMIL Chindo #SFxแก๊งการ์เดียนส์Day1 Ari Irham Sukoharjo Coldplay Gus Baha #WomensDay #anisd #MetGala"	RcnShop33	2023-05-04 12:08:42+07	tweet	['update', 'koleksi', 'wallpaper', 'yuk', 'biar', 'betah', 'rumah', 'lupa', 'follow', 'info', 'produk', 'murahtrendicheck', 'haram', 'kai', 'wamil', 'chindo', 'sfx', 'day', 'ari', 'irham', 'sukoharjo', 'coldplay', 'gus', 'baha', 'womensday', 'anisd', 'metgala']	['RcnShop33']
@nnzhraazy @sandiuno coldplay belum rilis info resmi kan?	ovayl	2023-05-04 12:07:44+07	replied_to	['coldplay', 'rilis', 'info', 'resmi']	['nnzhraazy', 'sandiuno']
@ciasenju Kalo iya, gila sih pertengah nov coldplay belum ada sebulan Abel🥲	thickskullllll	2023-05-04 12:07:28+07	replied_to	['kalo', 'gila', 'tengah', 'nov', 'coldplay', 'bulan', 'abel']	['ciasenju']
"RONY PARULIAN - KISAH SEMPURNA (MAHALINI) LYRICS VIDEO https://t.co/sp7sNnQLDq via @YouTube 

Sarwendah Ari Irham BUMN Chindo Bu Rudy Sukoharjo #JISOO #TheGoodBadMotherEp3 Messi Rachel Gus Baha Coldplay May the 4th taylor EXO-L The Moon TAEYONG SOLO IN JUNE #bornpinkinjakarta"	BajajktM	2023-05-04 12:05:12+07	tweet	['rony', 'parulian', 'kisah', 'sempurna', 'mahalini', 'lyrics', 'video', 'sarwendah', 'ari', 'irham', 'bumn', 'chindo', 'rudy', 'sukoharjo', 'jisoo', 'thegoodbadmotherep', 'messi', 'rachel', 'gus', 'baha', 'coldplay', 'may', 'th', 'taylor', 'exo', 'l', 'moon', 'taeyong', 'solo', 'june', 'bornpinkinjakarta']	['YouTube']
@yourmochi95 Coldplay konserr kak kataaa akuu mahhh, soalnyaa nunggu coldplay ke indo lagi tuhhhh bisaaaa lamaaaaaaaaa buangettttttt 🥲🥲🥲	hellorivaa	2023-05-04 12:03:18+07	replied_to	['coldplay', 'konserr', 'kataaa', 'akuu', 'mahhh', 'soalnyaa', 'nunggu', 'coldplay', 'indo', 'tuhhhh', 'bisaaaa', 'lamaaaaaaaaa', 'buangettttttt']	['yourmochi95']
@IDWantsColdplay @coldplay gk pny duit anjim	bundleofmiwa	2023-05-09 02:48:09+07	replied_to	['pny', 'duit', 'anjim']	['IDWantsColdplay', 'coldplay']
@namaygunik Kayaknya ngedate di konser coldplay deh e 😭	hiddennotwell	2023-05-04 11:59:59+07	replied_to	['kayak', 'ngedate', 'konser', 'coldplay', 'deh', 'e']	['namaygunik']
@Rtnaypspta Klo resign gak bisa nonton coldplay 😭😭😭	elenanovp	2023-05-04 11:57:17+07	replied_to	['resign', 'nonton', 'coldplay']	['Rtnaypspta']
@coldplay @rethayee jakartaaaa	firzadwp	2023-05-09 02:47:50+07	replied_to	['jakartaaaa']	['coldplay', 'rethayee']
@tokopedia Mintoo jgn lupa nanti adain GA tiket konser Coldplay ya, aku siappp utk ikutan hehe 😁	5ecretcodes_	2023-05-04 11:38:31+07	replied_to	['mintoo', 'jgn', 'lupa', 'adain', 'tiket', 'konser', 'coldplay', 'siappp', 'utk', 'ikut', 'hehe']	['tokopedia']
@westenthu siapapun yg tukang jastip dan mau serah terima dan bayarnya COD reply dong. biar ga tipu2-males soalnya apalagi coldplay yg super high demand di indo konsernya, ngeri bnyk scam pasti	isaidyesssss	2023-05-04 11:38:09+07	replied_to	['tukang', 'jastip', 'serah', 'terima', 'bayar', 'cod', 'reply', 'biar', 'tipu', 'males', 'coldplay', 'super', 'high', 'demand', 'indo', 'konser', 'ngeri', 'bnyk', 'scam']	['westenthu']
"@kepengenmain @celixalexandra @sherrrockya @sanjuniar1 @andiano_dewata Wota nntn jeketi ❎
Wota nntn coldplay ✅"	dummyy____	2023-05-04 11:34:11+07	replied_to	['wota', 'nntn', 'jeket', 'wota', 'nntn', 'coldplay']	['kepengenmain', 'celixalexandra', 'sherrrockya', 'sanjuniar1', 'andiano_dewata']
@dekgits Oiyaaaaa baru inget 🫠🫠🫠 tiket coldplay mahal yeesss 🤘	megamaraditya	2023-05-04 11:18:43+07	replied_to	['oiyaaaaa', 'inget', 'tiket', 'coldplay', 'mahal', 'yeesss']	['dekgits']
@westenthu ada uang juga ga mesti beli kok, ga bikin mati juga ga nonton live coldplay	destanuevo	2023-05-04 11:14:04+07	replied_to	['uang', 'beli', 'bikin', 'mati', 'nonton', 'live', 'coldplay']	['westenthu']
@NOAH_ID kalo jadi opener nya @coldplay gue rela beli tiket dan harus sampai dapet sih	gagituraiii	2023-05-04 11:08:30+07	tweet	['kalo', 'opener', 'rela', 'beli', 'tiket', 'dapet']	['NOAH_ID', 'coldplay']
@ditafebrianna WKWKW GPP. Sebenernya pengen juga Coldplay bawain the astronaut ft JIN, tapi JIN masih wamil 😩	nushaibahh	2023-05-04 11:06:46+07	replied_to	['wkwkw', 'gpp', 'coldplay', 'bawain', 'astronaut', 'ft', 'jin', 'jin', 'wamil']	['ditafebrianna']
@dyanayaja Kalo kata orang2 minimal sekali nntn coldplay 🥹	brie2910	2023-05-04 11:05:57+07	replied_to	['kalo', 'orang', 'minimal', 'nntn', 'coldplay']	['dyanayaja']
@angewwie Bisaa, nanti beli tiket konser coldplay aja terus nikahnya di dalem konsernya 👌🏻	amelsg	2023-05-04 10:48:09+07	replied_to	['bisaa', 'beli', 'tiket', 'konser', 'coldplay', 'nikah', 'dalem', 'konser']	['angewwie']
@westenthu wkwkwk kyknya yg waktu itu akun2 yg sempet post coldplay di delete semua deh, mungkin nanti biar promotornya yg ngepost duluan, kurang tau permintaannya emg begitu atau gimananya	skkngwr_	2023-05-04 10:41:29+07	replied_to	['kyknya', 'akun', 'sempet', 'post', 'coldplay', 'delete', 'deh', 'biar', 'promotor', 'ngepost', 'duluan', 'tau', 'minta', 'emg', 'gimananya']	['westenthu']
@Fardhan_Wahbi bukannya bagus ya yg nonton banyak? bisa jadi posers dan hedonists jadi beneran fans dan datengin cuan buat coldplay. kalo cuma fans, i believe ga semua bisa dateng dan memenuhi seat karena terkendala duit, jarak, waktu, dll.	potonganbolu	2023-05-04 10:41:04+07	replied_to	['bagus', 'nonton', 'posers', 'hedonists', 'beneran', 'fans', 'datengin', 'cuan', 'coldplay', 'kalo', 'fans', 'i', 'believe', 'dateng', 'penuh', 'seat', 'kendala', 'duit', 'jarak']	['Fardhan_Wahbi']
@f3vrier COLDPLAY PRIORITAS WKWKKWW	KultusKaleng	2023-05-04 10:34:42+07	replied_to	['coldplay', 'prioritas', 'wkwkkww']	['f3vrier']
@convomf Masih belum yakin sebelum official Coldplay yang konfirm sendiri 😌	hiimawari107	2023-05-04 10:34:26+07	replied_to	['official', 'coldplay', 'konfirm']	['convomf']
@rizal_septyan @sbyfess Betull!!! Mumpung ada kesempatan nonton coldplay jadi gunakanlah wkwkkw	bubububuuu_	2023-05-04 10:30:19+07	replied_to	['betull', 'mumpung', 'sempat', 'nonton', 'coldplay', 'guna', 'wkwkkw']	['rizal_septyan', 'sbyfess']
"""Coldplay Gelar Konser di Jakarta 15 November 2023, Simak Yuk Harga Tiketnya""

Kini, media sosial dihebohkan dengan rumor yang menyebut kalau Chris Martin, dkk akan menggelar konser di Stadion Utama GBK pada 15 November 2023.

https://t.co/DO0V73r0eH lewat @tribunjualbeli"	TribunJualBeli	2023-05-04 10:23:39+07	tweet	['coldplay', 'gelar', 'konser', 'jakarta', 'november', 'simak', 'yuk', 'harga', 'tiket', 'media', 'sosial', 'heboh', 'rumor', 'sebut', 'chris', 'martin', 'gelar', 'konser', 'stadion', 'utama', 'gbk', 'november']	['tribunjualbeli']
@kpuspajayanti Emang Coldplay akan ke Jakarta, Kecccc???	moshokkksih	2023-05-04 10:22:05+07	replied_to	['coldplay', 'jakarta', 'kecccc']	['kpuspajayanti']
@IDWantsColdplay @coldplay Jastip tiketttt?	bornt00die	2023-05-09 02:44:04+07	replied_to	['jastip', 'tiketttt']	['IDWantsColdplay', 'coldplay']
@sagwajixx Jujur, gue kalo coldplay beneran confirmed gak akan mikir 2x udah pasti GUE MILIH COLDPLAY. Cong kek keajaiban dunia akhirnya belio2 mau mampir kesini padahal ni kasus korupsi disini lagi gede2nya 😭😭😭	riebaebae	2023-05-04 10:16:24+07	replied_to	['jujur', 'kalo', 'coldplay', 'beneran', 'confirmed', 'mikir', 'x', 'coldplay', 'cong', 'kek', 'ajaib', 'dunia', 'belio', 'mampir', 'kesini', 'korupsi', 'gede']	['sagwajixx']
@tanyakanrl nonton konser agust d sm coldplay, punya motor, punya rumah, punya duit banyak	vhdayn	2023-05-04 10:13:12+07	replied_to	['nonton', 'konser', 'agust', 'd', 'sm', 'coldplay', 'motor', 'rumah', 'duit']	['tanyakanrl']
"@brenbrndn Sumpah tahun ini bener bener dikuras ini dompet 😭
Wtf dah, tinggal Coldplay sm Bang danil sksksksksk"	idvanmln	2023-05-04 10:08:58+07	replied_to	['sumpah', 'bener', 'bener', 'kuras', 'dompet', 'wtf', 'dah', 'tinggal', 'coldplay', 'sm', 'danil', 'sksksksksk']	['brenbrndn']
@demitassed I'm a casual listener of Coldplay, mas. Yah... sayang banget gak bisa nonton.	paflace	2023-05-04 09:57:40+07	replied_to	['i', 'm', 'a', 'casual', 'listener', 'of', 'coldplay', 'yah', 'sayang', 'nonton']	['demitassed']
@Ulyaadee Halo kak! Kita buka slot buat Coldplay nanti kalo udah ada konfirmasi resminya😍 untuk proof dan testi ada di bio / like kami ya. Stay tuned for info buat slotnya🤍	wartiketidofc	2023-05-04 09:52:15+07	replied_to	['halo', 'buka', 'slot', 'coldplay', 'kalo', 'konfirmasi', 'resmi', 'proof', 'testi', 'bio', 'like', 'stay', 'tuned', 'for', 'info', 'slotnya']	['Ulyaadee']
@futheeee Halo kak! Kita buka slot buat Coldplay nanti kalo udah ada konfirmasi resminya😍 untuk proof dan testi ada di bio / like kami ya. Stay tuned for info buat slotnya🤍	wartiketidofc	2023-05-04 09:54:33+07	replied_to	['halo', 'buka', 'slot', 'coldplay', 'kalo', 'konfirmasi', 'resmi', 'proof', 'testi', 'bio', 'like', 'stay', 'tuned', 'for', 'info', 'slotnya']	['futheeee']
@suitpods_ Halo kak! Kita buka slot buat Coldplay nanti kalo udah ada konfirmasi resminya😍 untuk proof dan testi ada di bio / like kami ya. Stay tuned for info buat slotnya🤍	wartiketidofc	2023-05-04 09:52:28+07	replied_to	['halo', 'buka', 'slot', 'coldplay', 'kalo', 'konfirmasi', 'resmi', 'proof', 'testi', 'bio', 'like', 'stay', 'tuned', 'for', 'info', 'slotnya']	['suitpods_']
@amaziaptr Halo kak! Kita buka slot buat Coldplay nanti kalo udah ada konfirmasi resminya😍 untuk proof dan testi ada di bio / like kami ya. Stay tuned for info buat slotnya🤍	wartiketidofc	2023-05-04 09:51:57+07	tweet	['halo', 'buka', 'slot', 'coldplay', 'kalo', 'konfirmasi', 'resmi', 'proof', 'testi', 'bio', 'like', 'stay', 'tuned', 'for', 'info', 'slotnya']	['amaziaptr']
@celixalexandra Emang udah fixed coldplay bakal tampil d  gbk ?	saadahsiti84	2023-05-04 09:47:32+07	replied_to	['fixed', 'coldplay', 'tampil', 'd', 'gbk']	['celixalexandra']
"Coldplay Konser di Indonesia Bulan November? Sandiaga Uno Minta Fans Tunggu Info Resmi
 
https://t.co/f4FKxGyhSN via @TribunTravel"	TRIBUNTravel	2023-05-04 09:45:24+07	tweet	['coldplay', 'konser', 'indonesia', 'november', 'sandiaga', 'uno', 'fans', 'tunggu', 'info', 'resmi']	['TribunTravel']
@paflace Suka. One of my goals sebenernya nonton Coldplay seenggaknya sekali seumur hidup tapi ternyata pas liat roster itu mas gak cuti hahaha yasudahlah.	demitassed	2023-05-04 09:42:21+07	replied_to	['suka', 'one', 'of', 'my', 'goals', 'nonton', 'coldplay', 'enggak', 'umur', 'hidup', 'liat', 'roster', 'cuti', 'hahaha', 'yasudahlah']	['paflace']
"@celixalexandra jangan smpai ada petugas parpol yg kebelet jadi penguasa yg dipoles jadi Fans dadakan Coldplay,bermodal nonton konser dan kaos band.. ""wuih,suaya ini fans coldplay sejak SMA"".

Hal ini pernah terjadi dimasa lalu 😬"	hayani25	2023-05-04 09:37:37+07	replied_to	['smpai', 'tugas', 'parpol', 'kebelet', 'kuasa', 'poles', 'fans', 'dada', 'coldplay', 'modal', 'nonton', 'konser', 'kaos', 'band', 'wuih', 'suaya', 'fans', 'coldplay', 'sma', 'masa']	['celixalexandra']
@Box2boxID @coldplay gk lah	SampahFajar	2023-05-04 09:31:10+07	replied_to	[]	['Box2boxID', 'coldplay']
@convomf kemungkinannya sih iya karena udah dispill pak Sandiaga Uno, nder. tapi tetep harus tunggu official announcement baik dari promotor maupun dari official Coldplay nya sendiri ya buat info pasti. 🫶🏻	Kitsuch	2023-05-04 09:31:01+07	replied_to	['dispill', 'sandiaga', 'uno', 'nder', 'tetep', 'tunggu', 'official', 'announcement', 'promotor', 'official', 'coldplay', 'info']	['convomf']
@angewwie coldplay x organ tunggal	bukan_onterr	2023-05-04 09:27:19+07	replied_to	['coldplay', 'x', 'organ', 'tunggal']	['angewwie']
@tanyakanrl Dulu juga pernah ada hoax coldplay bakal ke indo wkwkw udah beberapa kali hoax gtuan lewat mulu tiap coldplay konser ke asia,tunggu aja ngapa sih dri pihak coldplaynya	Supri50_	2023-05-04 09:24:17+07	replied_to	['hoax', 'coldplay', 'indo', 'wkwkw', 'hoax', 'gtuan', 'mulu', 'coldplay', 'konser', 'asia', 'tunggu', 'ngapa', 'dri', 'coldplaynya']	['tanyakanrl']
@everyjeonsa gakpapalah biar skalian tiket pswt wkwk semoga deh mau cari section jauh kalo coldplay mah	mingyueyo	2023-05-04 09:21:41+07	replied_to	['gakpapalah', 'biar', 'skalian', 'tiket', 'pswt', 'moga', 'deh', 'cari', 'section', 'kalo', 'coldplay']	['everyjeonsa']
@amaziaptr halo kak. kita open jastip but coldplay. diurus sampai fisik. feel free to ask ya^^	tixseoulution	2023-05-04 09:20:37+07	tweet	['halo', 'open', 'jastip', 'but', 'coldplay', 'urus', 'fisik', 'feel', 'free', 'ask']	['amaziaptr']
@Box2boxID @coldplay nonton dong, lagian coldplay udh mau pensiun🙃 semoga bisa menang bersaing war tiket!	isaidyesssss	2023-05-04 09:19:35+07	replied_to	['nonton', 'coldplay', 'pensiun', 'moga', 'menang', 'saing', 'war', 'tiket']	['Box2boxID', 'coldplay']
@carameilst halo kak. kalau butuh jastip, kita open jastip but coldplay. diurus sampai fisik. feel free to ask ya^^	tixseoulution	2023-05-04 09:19:21+07	replied_to	['halo', 'butuh', 'jastip', 'open', 'jastip', 'but', 'coldplay', 'urus', 'fisik', 'feel', 'free', 'ask']	['carameilst']
@jakeeeygf Bukaan itu coldplay	pjsyj__	2023-05-04 09:19:03+07	replied_to	['buka', 'coldplay']	['jakeeeygf']
@Ulyaadee halo kak. kita open jastip but coldplay. diurus sampai fisik. feel free to ask ya^^	tixseoulution	2023-05-04 09:19:01+07	replied_to	['halo', 'open', 'jastip', 'but', 'coldplay', 'urus', 'fisik', 'feel', 'free', 'ask']	['Ulyaadee']
@suitpods_ halo kak. kita open jastip but coldplay. diurus sampai fisik. feel free to ask ya^^	tixseoulution	2023-05-04 09:18:15+07	replied_to	['halo', 'open', 'jastip', 'but', 'coldplay', 'urus', 'fisik', 'feel', 'free', 'ask']	['suitpods_']
@beasraskin_ dhlhhh coldplay sjjj	your50percent	2023-05-04 09:13:14+07	replied_to	['dhlhhh', 'coldplay', 'sjjj']	['beasraskin_']
Degdegan bgt nunggu official announcement konser @coldplay &gt;&lt;	stress_realise	2023-05-04 09:08:53+07	tweet	['degdegan', 'nunggu', 'official', 'announcement', 'konser']	['coldplay']
@vyoxyyy kalo coldplay yg murce kalo svt yg sc amin	mingyueyo	2023-05-04 09:05:18+07	replied_to	['kalo', 'coldplay', 'murce', 'kalo', 'svt', 'sc', 'amin']	['vyoxyyy']
@demitassed Mas suka Coldplay?	paflace	2023-05-04 09:03:26+07	replied_to	['suka', 'coldplay']	['demitassed']
@lidicaine @celixalexandra itu kan tulisannya news coming 9 May 2023, berarti belum fix. fix yg gw maksud itu ya kalau udah official dari pihak Coldplay nya.	tawakkaI	2023-05-04 09:03:19+07	replied_to	['tulis', 'news', 'coming', 'may', 'fix', 'fix', 'maksud', 'official', 'coldplay']	['lidicaine', 'celixalexandra']
@BankMegaID Bener banget, semalem aja tiba-tiba Coldplay jadi kesini ya min😭 semangat nabung💪🏻	yourtami97	2023-05-04 09:00:10+07	replied_to	['bener', 'semalem', 'coldplay', 'kesini', 'min', 'semangat', 'nabung']	['BankMegaID']
@tanyakanrl KTI dan UKOM lancar. Nikah. Ke Karimun. Nonton konser Coldplay. Aminnnn	dudiidudiidam	2023-05-04 08:59:58+07	replied_to	['kti', 'ukom', 'lancar', 'nikah', 'karimun', 'nonton', 'konser', 'coldplay', 'aminnnn']	['tanyakanrl']
coldplay asia udh ada tanda2, eras tour asia kpn mom 🙂 @taylorswift13	tissuepanda	2023-05-04 08:56:14+07	tweet	['coldplay', 'asia', 'tanda', 'eras', 'tour', 'asia', 'kpn', 'mom']	['taylorswift13']
@realmadridindo1 Duit saweria dipake buat nonton coldplay	fahmiiiiii14	2023-05-04 08:53:19+07	replied_to	['duit', 'saweria', 'dipake', 'nonton', 'coldplay']	['realmadridindo1']
@westenthu kita tunggu di official web coldplay	jijunnnn	2023-05-04 08:53:08+07	replied_to	['tunggu', 'official', 'web', 'coldplay']	['westenthu']
@hanindiyadl @celixalexandra Stay tuned on https://t.co/HU8FusO18k untuk jastip coldplay nya kak. Tanya2 di dm aku juga bisaa. Seluruh testimony ada di highlights ig atau pinned tweet yah🔥	pratiwiart	2023-05-04 08:47:02+07	replied_to	['stay', 'tuned', 'on', 'jastip', 'coldplay', 'dm', 'bisaa', 'testimony', 'highlights', 'ig', 'pinned', 'tweet', 'yah']	['hanindiyadl', 'celixalexandra']
@monnafinisya Stay tuned on https://t.co/HU8FusO18k untuk jastip coldplay nya kak. Tanya2 di dm aku juga bisaa. Seluruh testimony ada di highlights ig atau pinned tweet yah🔥	pratiwiart	2023-05-04 08:46:17+07	replied_to	['stay', 'tuned', 'on', 'jastip', 'coldplay', 'dm', 'bisaa', 'testimony', 'highlights', 'ig', 'pinned', 'tweet', 'yah']	['monnafinisya']
@nurhandayaniii Stay tuned on https://t.co/HU8FusO18k untuk jastip coldplay nya yaah kak. Seluruh testimony juga ada di highlights ig kaak.	pratiwiart	2023-05-04 08:45:24+07	tweet	['stay', 'tuned', 'on', 'jastip', 'coldplay', 'yaah', 'testimony', 'highlights', 'ig', 'kaak']	['nurhandayaniii']
@endaaRN @celixalexandra Stay tuned on https://t.co/HU8FusO18k untuk jastip coldplay nya yaah kak. Seluruh testimony juga ada di highlights ig kaak.	pratiwiart	2023-05-04 08:45:10+07	replied_to	['stay', 'tuned', 'on', 'jastip', 'coldplay', 'yaah', 'testimony', 'highlights', 'ig', 'kaak']	['endaaRN', 'celixalexandra']
@cutiesbubu Apaan anjir,coldplay paling murah 3jt???	alikanadh	2023-05-04 08:38:49+07	replied_to	['anjir', 'coldplay', 'murah', 'jt']	['cutiesbubu']
@apriyadidit @sbyfess langsung kebayang vokalis e coldplay virgoun, anjay	AgataDiguna	2023-05-04 08:35:49+07	replied_to	['langsung', 'bayang', 'vokalis', 'e', 'coldplay', 'virgoun', 'anjay']	['apriyadidit', 'sbyfess']
@cumsbu nonton dong,,temen gua jg rela nonton demi coldplay,,kpn lg coldplay kemari https://t.co/D6I1tHtqtg	shwaca	2023-05-04 08:23:49+07	replied_to	['nonton', 'temen', 'rela', 'nonton', 'coldplay', 'kpn', 'coldplay', 'kemari']	['cumsbu']
@bazkoro Kapan dah tiket coldplay bisa dibeli?	LePetra	2023-05-04 08:21:17+07	replied_to	['dah', 'tiket', 'coldplay', 'beli']	['bazkoro']
"@sagwajixx Coldplay tuh semacam keajaiban dunia mau mampir indonesia, kalo nct nanti juga dateng lagi.

Setuju sama temenmu hahaha"	kartykadewi	2023-05-04 08:20:46+07	replied_to	['coldplay', 'tuh', 'ajaib', 'dunia', 'mampir', 'indonesia', 'kalo', 'nct', 'dateng', 'tuju', 'temenmu', 'hahaha']	['sagwajixx']
@Box2boxID @coldplay Ya allah ke sampean ke	fadhlulhaq	2023-05-04 08:20:35+07	replied_to	['sampean']	['Box2boxID', 'coldplay']
@loliapo_ jadi mau ikut kita apa nunggu coldplay?	ilonaazzzz	2023-05-04 08:13:33+07	replied_to	['nunggu', 'coldplay']	['loliapo_']
desember aja gimana om ? @coldplay	belongtotae	2023-05-04 08:07:41+07	retweet	['desember', 'gimana', 'om']	['coldplay']
@loliapo_  jadi mau ikut kita apa nunggu coldplay? https://t.co/bqoqU8zgKB	ilonaazzzz	2023-05-04 08:06:17+07	tweet	['nunggu', 'coldplay']	['loliapo_']
@aan__ Ngga lagi sakit si, cuma capek+ngantuk aja. Lagi kelas pelajaran agama terus ketiduran, mimpi walisongo lagi bikin lagu sama Coldplay😭😭	Hwanayas	2023-05-04 08:00:48+07	replied_to	['sakit', 'capek', 'ngantuk', 'kelas', 'ajar', 'agama', 'tidur', 'mimpi', 'walisongo', 'bikin', 'lagu', 'coldplay']	['aan__']
"🗣️Mohammad Prapanca: ""Persija juga berencana menggelar trofeo dengan dua klub lokal lainnya."" [@kumparan] https://t.co/3sRe7BZtlv"	JakzRedss	2023-05-03 13:39:24+07	replied_to	['mohammad', 'prapanca', 'persija', 'rencana', 'gelar', 'trofeo', 'klub', 'lokal']	['kumparan']
@tanyakanrl lu kalo mau nonton demi bts gausa dah anjing menuh2in slot doang, fans coldplay di indo aja udh banyak bgt dan lu dateng demi 1 lagu doang	sqainz	2023-05-04 16:40:15+07	replied_to	['kalo', 'nonton', 'bts', 'gausa', 'dah', 'anjing', 'menuh', 'slot', 'fans', 'coldplay', 'indo', 'dateng', 'lagu']	['tanyakanrl']
@your50percent Tpi aing pengen juga nonton coldplay 🥲	beasraskin_	2023-05-04 07:37:29+07	replied_to	['tpi', 'aing', 'nonton', 'coldplay']	['your50percent']
@smileyrelin duitnya woii coldplay tiket udah 4.4jt blom pesawat hotel transport makan, kalo the weeknd juga yg ada gua jual ginjal lin😢	mienteri	2023-05-04 07:31:35+07	replied_to	['duit', 'woii', 'coldplay', 'tiket', 'jt', 'blom', 'pesawat', 'hotel', 'transport', 'makan', 'kalo', 'weeknd', 'jual', 'ginjal', 'lin']	['smileyrelin']
@nidiamustikaa yg coldplay brp ya min kira2 vip	agbrilyan	2023-05-04 07:25:40+07	replied_to	['coldplay', 'brp', 'min', 'vip']	['nidiamustikaa']
@monotriasz skip don kuliah lu masih banyak di rabu lain tp coldplay cuma rabu itu 🥹	starhaver	2023-05-04 07:16:23+07	replied_to	['skip', 'don', 'kuliah', 'coldplay']	['monotriasz']
@deleinca beb kipop udh sering lho mosok ga mau coba nain dingin alias coldplay 😆😔	psychosath	2023-05-04 07:10:48+07	replied_to	['beb', 'kipop', 'lho', 'mosok', 'coba', 'nain', 'dingin', 'alias', 'coldplay']	['deleinca']
@geciaaaaa wkwk pinjol demi coldplay	xxdzhbych	2023-05-04 07:05:13+07	tweet	['pinjol', 'coldplay']	['geciaaaaa']
@celixalexandra Nangiisssss Coldplay beneran😭	annisawidi	2023-05-04 18:55:40+07	replied_to	['nangiisssss', 'coldplay', 'beneran']	['celixalexandra']
@westenthu Tiket honne aja segini yak paling murah 900k apalagi coldplay ntar 😔	iyakan_	2023-05-04 17:53:57+07	replied_to	['tiket', 'honne', 'gin', 'yak', 'murah', 'k', 'coldplay', 'ntar']	['westenthu']
*siap siap nonton Coldplay @gogochiiii ~~~~ Self reward 2023 . wkwkwkwkwkwk	iwiniww	2023-05-04 18:48:56+07	tweet	['nonton', 'coldplay', 'self', 'reward', 'wkwkwkwkwkwk']	['gogochiiii']
@treasuremenfess aku tadi pake yellow — Coldplay :D	riyanstsy	2023-05-04 18:45:29+07	replied_to	['pake', 'yellow', 'coldplay', 'd']	['treasuremenfess']
@frndaas @brenbrndn @doridoridam IH KALO COLDPLAY BENERAN NOV TRS TAYLOR DES GWS AKU🧎‍♀️🧎‍♀️🧎‍♀️🧎‍♀️	tamskuuuyyy	2023-05-04 18:39:35+07	tweet	['ih', 'kalo', 'coldplay', 'beneran', 'nov', 'trs', 'taylor', 'des', 'gws']	['frndaas', 'brenbrndn', 'doridoridam']
@Box2boxID @coldplay Masa	agungmuhar11194	2023-05-04 18:31:46+07	replied_to	[]	['Box2boxID', 'coldplay']
